Player Name,School Name,Position,Height,Year,Games Started,PPG,RebPG,AstPG,+/-,FG%,3FG%,FT%
Kacper Klaczek,Saint Joseph's,F,6'8,Junior,1,4.2,3.2,1.1,120,40.6,23.9,50
Luis Kortright,Rhode Island,G,6'3,Junior,30,10,3.9,3.7,-142,43,29.7,66
Lynn Greer III,Saint Joseph's,G,6'2,Junior,29,10.9,4.7,3.7,73,44.7,30.4,76.9
Patrick Mwamba,Loyola Chicago,F,6'7,Senior,3,2.5,2.1,0.5,1,33.3,14.7,67.9
Sincere Parker,Saint Louis,G,6'3,Junior,5,15.7,4.4,0.9,-17,47.5,43.9,80.8
Tarique Foster,Massachusetts,F,6'8,Freshman,0,1.5,0.5,0.1,-37,57.1,50,33.3
Xzayvier Brown,Saint Joseph's,G,6'2,Freshman,12,12.6,3.9,3.1,121,45.9,40.4,80.2
Zek Montgomery,Rhode Island,G,6'6,Junior,14,9.5,4.1,1.5,-78,42.3,30.6,70
Andrei Savrasov,Duquesne,F,6'7,Senior,12,6.2,3.7,1.1,26,49.4,34.6,50
Anthony Finkley,Saint Joseph's,F,6'6,Freshman,12,2.4,1.8,1,88,36.1,25.5,80
Benny Schröder,George Washington,G,6'7,Sophomore,0,3.9,1.8,0.4,-22,46.2,8.3,76.5
Bradley Ezewiro,Saint Louis,F,6'9,Junior,21,12,6.2,1.1,-2,53.4,0,70.8
Charles Coleman,Saint Joseph's,F,7',Senior,0,0.7,0.4,0.1,-21,50,0,50
DaRon Holmes II,Dayton,F,6'10,Junior,31,20.4,8.4,2.6,249,54.5,38.5,70.7
Daryl Banks III,St. Bonaventure,G,6'3,Senior,16,9.7,2.2,2.4,144,33.6,34.4,89.7
Fousseyni Drame,Duquesne,F,6'7,Senior,3,6.7,5.6,1.1,145,46.6,45.3,65
Garrett Johnson,George Washington,F,6'8,Freshman,22,13.5,5.7,1,17,42.8,39.8,86.4
Gibson Jimerson,Saint Louis,G,6'5,Junior,32,15.8,2.9,2.1,-162,39.2,34.6,86.3
James Bishop IV,George Washington,G,6'2,Senior,31,18.7,2.7,4.4,-29,39.1,37.4,82.5
Jimmy Clark III,Duquesne,G,6'3,Senior,34,15.1,3.5,3.8,98,40.8,32.5,71.3
Khalil Brantley,La Salle,G,6'1,Junior,31,15.2,5.4,3.9,-57,38.6,32.4,76.3
Larry Hughes II,Saint Louis,G,6'4,Sophomore,26,7.6,2.7,1.5,-82,36,36,77.3
Maximus Edwards,George Washington,G,6'5,Sophomore,22,12.6,6.7,1.1,-20,42.4,35.4,86.7
Rahsool Diggins,Massachusetts,G,6'2,Junior,31,12.8,2.4,2.2,213,40.2,36.8,75.7
Rasheer Fleming,Saint Joseph's,F,6'9,Sophomore,34,10.9,7.5,0.8,184,53.3,33.3,61.2
Sheldon Edwards,Loyola Chicago,G,6'4,Senior,9,6,2.3,0.9,76,39.6,40.4,75
Stef van Bussel,Saint Louis,F,6'10,Freshman,0,1.3,2.2,0.3,1,58.8,NA,46.2
Will Richardson,Fordham,G,6'3,Sophomore,17,9.8,2.7,1.9,-113,33.3,29,66.7
Antrell Charlton,Fordham,G,6'5,Senior,27,6.8,4,3.2,-41,36.5,34,67.9
Christ Essandoko,Saint Joseph's,F,7',Sophomore,14,7.9,5.6,1.5,2,49.6,34.3,64.9
Christian Fermin,VCU,F,6'10,Sophomore,35,5.1,4,0.5,65,57.4,NA,66.7
Daeshon Shepherd,La Salle,G,6'5,Junior,31,10.5,5.8,0.7,-28,43,30.7,66.7
Erik Reynolds II,Saint Joseph's,G,6'2,Junior,34,17,2.7,2.6,175,41.6,38.6,87
Jacoi Hutchinson,George Washington,G,6'3,Freshman,10,7.2,2.8,2.3,-35,40.9,39.6,79.1
Lucas Mercandino,La Salle,F,6'6,Sophomore,0,1.7,0.3,0,-3,60,33.3,83.3
Mika Adams-Woods,St. Bonaventure,G,6'3,Senior,29,12.8,2.5,3.7,163,46,43.2,83.7
Petras Padegimas,Dayton,F,6'8,Freshman,0,1.2,0.7,0.3,4,43.5,42.9,50
Riccardo Ghedini,Davidson,G,6'7,Sophomore,0,1.5,0.8,0.3,-5,43.8,27.3,100
Robert Davis Jr.,Massachusetts,G,6'6,Freshman,0,4.1,1.6,0.6,63,33.6,31.2,75
Shawn Simmons II,Saint Joseph's,G,6'6,Freshman,0,1.4,1.6,0.2,-9,34.1,0,40
Antoine Smith Jr.,George Washington,F,6'7,Senior,4,2.9,1.6,0.3,-65,40,31.9,33.3
Ronald Polite III,George Mason,G,6'2,Senior,26,7.7,2.1,2.8,151,40.5,30,84.6
Roosevelt Wheeler,VCU,F,6'11,Junior,0,0.6,0.8,0,-38,57.1,NA,33.3
Christian Winborne,Saint Joseph's,G,6'2,Sophomore,0,3.2,2,1.2,42,54.5,25,0
Ogheneyole Akuwovo,Fordham,F,6'9,Senior,1,0.6,0.9,0.1,-29,58.3,NA,42.9
Zamoku Weluche-Ume,George Washington,F,6'8,Freshman,0,2,1.1,0.1,1,33.3,22.2,66.7
Babatunde Akingbola,George Washington,F,6'10,Senior,31,3.6,5.7,0.4,-7,59.5,NA,48.6
Darren Buchanan Jr.,George Washington,F,6'7,Freshman,21,15.7,6.6,2.2,-20,54.3,30,62.9
Alphonzo Billups III,VCU,G,6'7,Freshman,0,4.8,1.3,0.5,17,43.6,38.2,75
Terrence Hargrove Jr.,Saint Louis,F,6'5,Senior,32,13.2,5.6,0.6,-130,51.4,40.9,79.8
Tunde Vahlberg Fasasi,La Salle,G,6'8,Freshman,18,6.3,3.1,0.8,-49,38.6,35.7,66.7
Daniel Hankins-Sanford,Massachusetts,F,6'8,Sophomore,4,6.5,5.3,0.6,54,45.1,30.6,60.5
Will Maxwell,Dayton,G,6'4,Freshman,0,0,0.3,0,0,NA,NA,NA
Brock Matheny,Davidson,G,5'10,Sophomore,0,0,0,0,-7,NA,NA,NA
Lucas Perusek,Duquesne,G,6'1,Freshman,0,0,0,0,-1,NA,NA,NA
Malachi Smith,Dayton,G,6',Junior,1,0,0,2,0,NA,NA,NA
Amir Arrington,George Washington,G,5'10,Freshman,0,0,0,0,-4,NA,NA,NA
Jackson Cronin,Massachusetts,F,6'1,Junior,0,0,0,0,-4,NA,NA,NA
Lamont Evans IV,Saint Louis,G,6',Junior,0,0,0,0,-2,NA,NA,NA
Milos Kovacevic,La Salle,F,6'9,Junior,0,0,0,0,5,NA,NA,NA
Seamus McDermott,Duquesne,G,6'2,Freshman,0,0,0,0,-2,NA,NA,NA
Matthew Mortenson,Loyola Chicago,F,6'4,Freshman,0,0,0.3,0,-7,NA,NA,NA
Andy Barba,Duquesne,F,6'6,Junior,0,0,0.3,0,1,0,0,NA
Jack Graham,Richmond,G,6'3,Freshman,0,0,0,0,-7,0,0,NA
Berke Arslan,George Mason,G,6'3,Freshman,0,0,0.3,0,-9,0,NA,NA
Luke Cronin,George Washington,F,6'8,Freshman,0,0.7,0,0,-1,50,NA,NA
Laziz Talipov,George Washington,G,6'1,Junior,0,0.6,0,0.2,-4,50,50,NA
Brian Nussbaum,Fordham,G,6'2,Junior,0,0,0,0,-5,0,0,NA
Michael Katsock,Davidson,F,6'6,Junior,0,0,0,0,-7,0,0,NA
Rollie Castineyra,Massachusetts,G,6'1,Freshman,0,0,0,0.1,-29,0,0,NA
Anthony Belardinelli,St. Bonaventure,G,6'3,Senior,0,0.4,0.2,0,-7,50,0,NA
Will Smythe,Loyola Chicago,G,6'4,Sophomore,0,0.5,0.3,0,-7,33.3,33.3,NA
Mike Loughnane,Davidson,G,6'4,Freshman,0,0.2,0.3,0,-19,33.3,0,NA
Quentin Southall,Richmond,G,6'3,Senior,0,0,1,0.3,-1,0,0,NA
Caleb Reese,Loyola Chicago,G,5'11,Sophomore,0,0.8,0,0.2,-9,50,NA,NA
Tyler Mason,Massachusetts,F,6'10,Freshman,0,0.5,0.5,0,-8,50,NA,NA
Broek Ostrom,St. Bonaventure,G,6'2,Sophomore,0,0.7,0.4,0,-17,50,33.3,NA
Rory Stewart,Rhode Island,F,6'8,Sophomore,0,1,1.1,0.4,-5,75,66.7,NA
Ryan Marcus,Massachusetts,G,6'3,Senior,0,0,0.2,0,-23,0,0,NA
Brian Geatens,Saint Joseph's,G,6',Senior,0,0.7,0.3,0,-11,50,50,NA
Kailon Nicholls,Duquesne,G,6',Freshman,0,1,0.6,0.4,2,75,100,NA
Kam Johnson,George Mason,G,5'10,Junior,0,1.4,0,0,-6,60,33.3,NA
Albe Evans,Fordham,G,5'11,Senior,1,0,0.1,0,1,0,0,NA
Melian Martinez,St. Bonaventure,F,5'10,Sophomore,0,1,0.3,0,-13,50,NA,NA
Collin Tanner,Richmond,G,6'6,Freshman,0,0.7,0.5,0,-9,28.6,0,NA
Tommy Gardler,La Salle,G,6'1,Junior,1,0.2,0.2,0,-6,14.3,0,NA
Efe Tahmaz,La Salle,F,6'8,Freshman,0,1.5,0.5,0,-1,100,100,NA
Jay Joseph,La Salle,F,6'7,Sophomore,0,0,0.5,0,4,0,0,NA
Jimmy Ball,Rhode Island,G,6'2,Sophomore,0,0,0,0,-2,0,NA,NA
Connor Odom,VCU,G,5'11,Senior,0,0,0,0,-3,0,NA,NA
Evan Dickey,Dayton,G,6'3,Freshman,0,0,0.3,0.3,-8,0,NA,NA
Jack DeRose,St. Bonaventure,G,6',Freshman,0,0,0,0,-9,0,0,NA
Liam Weaver,Richmond,G,6'2,Junior,0,1,0,0,-3,100,100,NA
Makai Grant,Dayton,G,6'1,Freshman,0,0,0.4,0.2,-7,0,0,NA
Chase Tucker,George Mason,G,6'1,Junior,0,0,0.2,0.2,-7,0,0,NA
Atticus Schuler,Dayton,G,6'6,Sophomore,0,0.4,0.2,0.2,-20,100,100,NA
Ryan Soulis,Richmond,F,6'10,Freshman,0,0,0.7,0.3,-8,0,0,0
C.J. Napier,Dayton,F,6'6,Senior,0,1,0.8,0,-5,66.7,0,50
Miles Rose,St. Bonaventure,G,6'4,Freshman,0,2,2,0,4,20,0,0
Cooper Vogel,Saint Joseph's,G,6'3,Senior,0,0.3,0.3,0,-9,0,0,100
Chris Sosnik,Davidson,G,6'2,Senior,1,0,0.2,0,1,NA,NA,0
Tre'Von Spillers,App State,F,6'7,Junior,29,12.8,8.8,0.5,242,59.9,0,67.9
Chase McKey,Marshall,F,6'9,Junior,0,1,0.8,0,-21,0,NA,80
Wyatt Fricks,Marshall,F,6'9,Junior,2,5.8,3.5,0.4,-61,43.9,22,65.3
Nate Brafford,Ga. Southern,F,6'9,Sophomore,13,5.6,3.4,0.7,-75,40.3,31.9,91.7
Michael Green III,James Madison,G,6',Senior,17,6.7,1.3,3.3,266,36.4,35,62.5
Freddy Hicks,Arkansas St.,G,6'6,Junior,20,11.3,5.2,2,-3,43.5,29.1,73.7
Tyren Moore,Ga. Southern,G,5'11,Senior,29,17,2.8,3.1,-96,46.8,40.6,86.5
Joe Charles,Louisiana,F,6'7,Junior,31,11.6,9.7,1,91,44,35.1,79.6
Miroslav Stafl,Coastal Carolina,F,6'10,Senior,2,2.7,2.1,0.4,-110,47.3,14.3,51.9
Taryn Todd,Arkansas St.,G,6'5,Sophomore,16,12.6,3.4,2.5,88,40.8,32.6,71.6
Dontae Horne,Texas St.,G,6'4,Junior,1,6,2.2,1.3,-64,37.1,29.3,75.6
Kaden Gumbs,Texas St.,G,6'2,Freshman,23,9.1,4.3,3.4,-130,38.5,24,75.3
Malik Ferguson,Georgia St.,G,6'4,Freshman,0,2,0.5,0.3,-2,40,50,NA
Jason Wade,Old Dominion,G,6'4,Senior,9,2.2,3.8,1,-56,43.9,26.7,59.1
Bryant Randleman,James Madison,G,6'4,Senior,1,1.5,0.6,0.8,34,44.2,42.9,37.5
Lucas Taylor,Georgia St.,G,6'5,Sophomore,28,14.6,3,1.8,-26,39.7,34.1,78.7
Brenden Tucker,Georgia St.,G,6'3,Senior,3,6.4,1.4,0.6,-17,44.8,15.4,79.7
Isiah Gaiter,South Alabama,G,6'3,Senior,21,12.1,3.1,1.6,-93,45.5,34.7,79.8
Ginika Ojiako,Coastal Carolina,F,6'10,Senior,28,12.5,10.5,0.9,-24,63.2,NA,61.3
Jalen Bolden,ULM,G,6'4,Sophomore,23,7.4,5.9,1.1,-116,39.7,18.2,70.3
Jimmy Nichols Jr.,Coastal Carolina,F,6'8,Senior,3,9.1,4.9,1,-37,53.8,53.8,75
Marcus Millender,South Alabama,G,5'11,Freshman,14,9.8,2.8,3.4,12,43.2,47,79.2
Myles Tate,App State,G,6',Senior,5,9.8,3.3,3.5,217,43.9,30.1,74.4
Jacob Wilson,ULM,G,6'6,Sophomore,2,4.9,1.2,1.4,-48,41.7,23.8,60.9
Zane Butler,Arkansas St.,G,5'11,Junior,0,3.2,0.6,0.3,-26,41.4,41.9,87
Kamdyn Curfman,Marshall,G,6',Senior,32,13.2,2.3,2.6,-164,34.6,32.6,86.8
Victor Hart,Southern Miss.,F,6'8,Senior,19,13.8,6.7,1.2,-83,46.3,28.8,66.3
Quincy Allen,James Madison,F,6'8,Sophomore,0,3.3,1.3,0,8,45,30,100
Thomas Howell,South Alabama,F,6'8,Junior,20,5.8,5.7,0.6,-115,47.9,24.1,70.6
Malik Tidwell,Ga. Southern,G,5'11,Senior,5,5.8,1.5,0.6,-81,41,32.1,69.6
Chaunce Jenkins,Old Dominion,G,6'4,Junior,30,15.9,3.8,2.7,-189,39.8,32.6,72.7
Bryce Baker,Old Dominion,G,6'5,Sophomore,2,4.8,2.2,0.6,-98,34.6,33.3,37.5
Ethan Kizer,South Alabama,F,6'5,Freshman,5,1.4,1.2,0.2,-11,20,18.2,20
Samuel Tabe,South Alabama,G,6'5,Senior,18,11.6,3.7,1,12,53.2,0,76.2
Michael Thomas,Louisiana,G,6'1,Junior,4,5.8,1.2,1.9,8,41.5,31.5,74.1
Kentrell Garnett,Louisiana,G,6'1,Junior,28,8.8,1.7,1.4,40,43,37.7,72.2
Justin Abson,App State,F,6'9,Sophomore,30,7.8,6.9,1.4,180,61.7,14.3,47.1
Hosana Kitenge,Louisiana,F,6'8,Junior,31,12.1,6.6,2,132,55.7,33.3,65.6
Judah Brown,South Alabama,F,6'6,Senior,4,4.8,3,0.3,-97,34,26.2,64.7
Imo Essien,Old Dominion,G,5'11,Junior,14,4.3,1,1.4,-84,41.4,39,85
Chris Nix,Texas St.,F,6'9,Senior,1,3.1,3,0.7,-104,53.6,NA,44.4
Derrian Ford,Arkansas St.,G,6'3,Sophomore,28,10.5,4.4,1.4,47,41.8,38.1,76.2
Devin Ceaser,Old Dominion,G,6'1,Sophomore,1,9.5,1.9,0.7,-70,40.6,32.5,69.5
Trey Alfonso,Southern Miss.,G,6'1,Junior,0,0.4,0.4,0.1,6,0,0,75
Dericko Williams,Old Dominion,F,6'6,Senior,0,3,2.6,0,-24,37.5,NA,60
Dwon Odom,Georgia St.,G,6'2,Junior,22,12,5.1,4.3,25,51,46.2,82.1
Christopher Mantis,App State,F,6'7,Junior,0,5,2,0.6,55,34.6,32.3,57.1
Tyrel Morgan,Texas St.,F,6'5,Senior,2,14,8,1.5,-10,73.3,80,66.7
Terence Harcum,App State,G,6'3,Junior,31,12.1,2.6,1,187,37.5,35.5,81.7
Jamaine Mann,Georgia St.,G,6'6,Junior,0,5.6,2.6,0.4,-35,42.5,21.7,59
Brandon Love,Texas St.,F,6'9,Junior,32,10,5.5,0.8,-1,53.8,NA,52.8
Ryan Nutter,Marshall,G,6'4,Freshman,0,1.9,1.7,1.5,-67,25,14.3,76.5
Kycen Pruett,Marshall,G,6'4,Freshman,0,1.5,1.1,0.2,-4,30.4,31.6,NA
Tyrone Williams,Old Dominion,G,6'5,Senior,29,13.4,5.6,1.1,-162,42,27.8,59.8
Mo Arnold,Southern Miss.,G,6'1,Senior,25,6.2,3.4,2.4,-103,35.2,26.4,68.4
Xavion Brown,App State,G,6'3,Junior,26,3.2,3,2.3,129,48.3,NA,39.4
Aamer Muhammad,Troy,G,6'1,Senior,28,11.7,2.8,1.8,19,39.7,35.2,81.1
CJ Huntley,App State,F,6'11,Senior,3,7.2,4.6,0.8,119,53.5,34.2,68.1
Jose Benitez,Southern Miss.,G,6'1,Sophomore,0,1.2,0.8,0.6,-16,21.1,0,77.8
Caleb Fields,Arkansas St.,G,6',Senior,30,12.1,2.8,5.7,76,43.2,32.1,63.4
Brayon Freeman,Coastal Carolina,G,6'2,Junior,0,7,1.8,0.8,-43,34.6,14.3,75
Jordan Mason,Texas St.,G,6'2,Sophomore,21,12.4,3.4,2.4,-16,37.1,27.3,77.8
Themus Fulks,Louisiana,G,6'1,Junior,27,10.3,2.7,4.3,37,39.8,20.6,78.6
Davion Sykes,Texas St.,F,6'6,Sophomore,14,11.2,6.9,1.2,-10,49.7,9.1,66.3
Avery Felts,Arkansas St.,G,6'2,Junior,19,6.4,2.1,0.9,-53,39.9,38.5,64.3
Terrence Edwards Jr.,James Madison,G,6'6,Junior,33,17.4,4.4,3.5,382,42.8,36.3,82.1
Kyran Ratliff,Louisiana,F,6'8,Sophomore,0,2.5,1.8,0.2,-42,50.8,16.7,64.7
Marko Sarenac,Marshall,F,6'7,Senior,0,1.5,1.2,0.3,-13,32,21.1,50
Goran Miladinovic,Marshall,F,6'10,Senior,0,2.5,2.9,0.8,-19,47.1,50,50
Thomas Dowd,Troy,F,6'8,Freshman,15,6,5.4,0.7,59,39.4,34.1,70.3
Donovan Ivory,Southern Miss.,G,6'6,Senior,20,13.2,4.1,1.8,11,41.5,43.4,88.9
Toneari Lane,Georgia St.,G,6'5,Sophomore,28,13,2.5,0.8,-66,36.6,34.5,81.8
Christyon Eugene,Troy,G,6'3,Senior,27,15.2,4.5,3.1,88,46.3,42.9,85
Jackson Fields,Troy,F,6'8,Sophomore,24,6.4,4.5,1,120,43.2,25.6,62.7
Randi Ovalle,Troy,F,6'7,Sophomore,0,0.7,1.6,0.2,-17,29.4,0,25
Myles Rigsby,Troy,F,6'6,Freshman,23,11.5,4.1,1.5,130,43.4,42.3,81.5
Maxwell Land,South Alabama,G,6'4,Junior,7,10.1,3.4,1,-24,40,24.1,80
Bryson Hall,Southern Miss.,F,6'8,Junior,2,1.6,1.7,0.3,-55,29.6,0,84
David Jones,Ga. Southern,F,6'8,Junior,3,1.2,1.4,0.3,-60,52.9,NA,37.5
Raekwon Horton,James Madison,F,6'6,Junior,1,7.1,4.2,1.1,237,55.8,35.5,71.7
Cameron Crawford,Marshall,G,6'5,Sophomore,2,7.8,2.3,1.4,-94,35.7,31,71.1
Donovan Gregory,App State,F,6'5,Senior,31,13.3,4.6,3.2,246,48.7,50,78.1
Theo Seng,Troy,F,6'9,Junior,14,4.4,3.5,0.8,88,36.4,26.6,78.8
Jamar Franklin,Ga. Southern,G,6'2,Sophomore,7,6.3,2,0.2,-88,37.2,36.3,79.4
Bryant Greene,App State,G,6'1,Senior,0,0.3,0.4,0,-10,33.3,NA,0
Elijah Tate,Texas St.,G,6'4,Junior,0,1.9,0.9,0.2,-45,34,23.3,100
Julian Margrave,South Alabama,F,6'10,Sophomore,16,6.8,2.5,0.2,33,45.3,43.7,100
AD Diedhiou,ULM,F,6'11,Junior,12,2.4,3.6,0.7,-75,36.5,NA,32.4
Joshua O'Garro,Texas St.,G,6'6,Junior,6,4.5,3,0.5,62,55.3,26.3,54.1
Noah Freidel,James Madison,G,6'4,Senior,33,12.2,5.4,1.7,344,43.7,37.6,85.7
Eren Banks,Ga. Southern,G,6'4,Freshman,24,10.2,2.6,1.9,-57,43,38.9,75
Jeffery Armstrong,Southern Miss.,G,6',Junior,0,0.8,0.6,0.5,2,35,25,100
Collin Kuhl,Ga. Southern,F,6'7,Freshman,4,2.4,3.2,0.6,-60,53.7,NA,60
Avantae Parker,Ga. Southern,F,6'9,Freshman,23,8.2,5.5,1.1,-19,51.5,26.3,58.5
T.J. Bickerstaff,James Madison,F,6'9,Senior,32,13.5,8.3,1.6,350,61.6,0,61.9
Eugene Brown III,Ga. Southern,G,6'8,Senior,21,9.3,5.2,0.8,-14,44.9,36.1,83.1
Victor Valdes,Troy,F,6'7,Freshman,11,4.1,2.8,1,-8,44.7,38.6,47.5
Elijah Ormiston,South Alabama,F,6'8,Junior,16,6.8,3.4,0.8,-55,54.8,38,61.8
Cam Bryant,Ga. Southern,F,6'7,Senior,19,5.9,3.8,1.3,-143,37.8,27.8,51.7
Nika Metskhvarishvili,ULM,F,6'8,Senior,21,12.8,6,1.7,-103,41.8,25.3,68.6
Dylan Dawson,Texas St.,G,6'3,Senior,31,7.9,1.8,1.3,-88,33.5,33.8,75.9
Nate Martin,Marshall,F,6'8,Junior,32,10.7,10,2.7,-71,57.4,NA,69.9
Marcus Rigsby Jr.,Troy,G,6'3,Sophomore,2,3.7,1,0.5,23,37.5,34.5,62.5
Russell (Deuce) Dean,Ga. Southern,G,6'5,Senior,6,9.9,2,2.4,-81,32.9,36.4,75.8
Tayton Conerway,Troy,G,6'3,Junior,1,11.7,2.8,2.3,104,46.3,30,70.1
Randarius Jones,Troy,F,6'7,Junior,0,3.6,2.3,0.2,11,56.9,NA,47.6
Tegra Izay,Southern Miss.,F,7',Junior,13,4.2,4.3,0.3,-43,61.3,NA,53.5
Christian Turner,Texas St.,F,6'7,Junior,32,5.8,4.1,0.8,-91,49.7,29.4,61.2
Andre Curbelo,Southern Miss.,G,6'1,Junior,9,13.6,4.3,3.8,-21,45.5,25,66.7
Kobe Julien,Louisiana,F,6'6,Junior,31,17.3,5,1.1,64,43.6,30.1,82.4
Jay'Den Turner,Georgia St.,F,6'5,Junior,29,9,8.8,1.1,-58,41.7,31.6,73.1
Devon Hancock,ULM,G,6'3,Junior,5,3.6,1.2,1.2,-43,33.3,30,60
Marshall Kearing,South Alabama,F,6'9,Senior,1,4,2.5,0.4,-1,41.7,37.1,43.8
Xavier Brown,James Madison,G,6'2,Sophomore,15,6.4,2.5,2.1,229,34.5,34.7,63
R.J. Blakney,Old Dominion,F,6'6,Junior,24,8,4.4,0.6,-132,45.6,28.8,69.6
Jacob Conner,Marshall,F,6'7,Sophomore,31,5.9,5,2.7,-2,34.4,31.8,62.5
Braeden MacVicar,Coastal Carolina,F,6'11,Freshman,16,6,4,0.8,-114,37.2,35.2,85.2
Jerrell Roberson,James Madison,F,6'9,Sophomore,0,0.9,0.5,0.2,-30,37.5,100,37.5
London Fields,Louisiana,G,6'4,Freshman,0,1.8,0.5,0.1,-19,41.7,32,100
Blake Butler,Louisiana,G,6'5,Junior,0,6.4,1.8,0.5,-24,45.3,41.9,60
Victor Iwuakor,Southern Miss.,F,6'7,Senior,25,9.9,6.2,0.7,-5,53.7,40.9,60.3
LaQuill Hardnett,Arkansas St.,F,6'8,Senior,0,2.3,2.5,0,-7,54.5,50,50
Rickey Bradley,Georgia St.,G,6'2,Freshman,6,1.6,1.4,1.4,-18,17.6,14.3,68.8
Obinna Anochili-Killen,Marshall,F,6'8,Senior,29,14.3,5.9,1.6,-27,43.6,31.9,66.9
Jacob Meyer,Coastal Carolina,G,6'2,Freshman,29,15.6,5,2.6,-149,44.7,40.2,67.3
Cobie Montgomery,Southern Miss.,G,6'3,Junior,7,7,2.6,0.6,-62,40.3,35.7,73.1
Jaland Whitehead,Coastal Carolina,F,6'9,Junior,0,4.6,5.3,0.3,-47,65.2,NA,50
Terrance Ford Jr.,Arkansas St.,G,6'1,Sophomore,1,4.5,2.5,2.5,3,8.3,11.1,85.7
Julian Lual,Arkansas St.,F,6'6,Junior,0,4.9,2.3,0.6,16,42.4,36,66.7
Henry Abraham,Coastal Carolina,G,6',Senior,5,1.7,1.2,1.3,-56,25.4,22.4,62.5
Jaylen Carey,James Madison,F,6'8,Freshman,0,6.9,4.2,0.8,124,66.9,33.3,51.6
Brandon Hardy,Louisiana,G,6'3,Freshman,3,4.1,1.3,0.3,31,43.1,24.1,43.5
Savion Gallion,ULM,G,6'4,Senior,22,8.1,2.4,1.3,-139,47.5,38.5,76.6
Izaiyah Nelson,Arkansas St.,F,6'10,Sophomore,28,9.1,7.3,0.3,89,62.2,13.3,68
Jarrell Pope,James Madison,G,5'9,Junior,0,0.6,0.1,0,-23,16.7,33.3,33.3
Tyreese Watson,ULM,G,6'4,Junior,6,9.1,2.6,1.1,-133,40.6,27.8,65.7
Julian Mackey,Georgia St.,G,6'3,Junior,0,4.3,1.3,0.7,-62,33.9,25.8,81.8
Makai Willis,ULM,F,6'9,Junior,7,5.8,3.4,0.4,-126,39.1,11.8,77.1
Jerry Ngopot,ULM,F,6'11,Sophomore,16,5.7,4.1,0.4,-96,50.4,14.3,54.8
Tyreke Locure,ULM,G,6',Senior,26,11.2,4,3.2,-137,34.6,35.2,65.2
Patrick McCraney,ULM,G,6'1,Sophomore,0,1,0.7,0.6,-45,27.3,0,83.3
Julien Wooden,James Madison,F,6'8,Senior,33,10,3.1,1.2,303,51.9,41.4,78.8
Tyrell Jones,South Alabama,G,6'2,Senior,23,13.1,3.9,2.1,-31,39.9,34.9,78.1
Jon Sanders,Coastal Carolina,G,6'2,Junior,15,7.2,1.4,2.6,-85,38.2,26.3,77.2
Carlos Curry,Ga. Southern,F,6'11,Senior,9,2.9,2.8,0.2,-41,38.7,25,75
Kylan Blackmon,Coastal Carolina,G,6'3,Senior,26,11.2,3.1,1.4,-151,40,35.7,68.8
Austin Crowley,Southern Miss.,G,6'5,Senior,29,16.1,4.2,3.2,-44,38.2,33.5,75.2
Kevon Voyles,Marshall,G,6'3,Senior,32,15,3.8,2,-100,41.3,33.7,72.5
Edward Nnamoko,Georgia St.,F,6'10,Sophomore,0,2.8,3.9,0.5,18,47.8,NA,77.8
Leslie Nkereuwem,Georgia St.,F,6'7,Senior,29,8.8,5.3,0.7,-37,56.4,42.9,66.7
Kevin Easley,Coastal Carolina,F,6'7,Junior,14,8.9,5.2,1.5,-136,43.6,25.6,62.1
Ian Granja,Coastal Carolina,F,6'7,Freshman,7,2.9,1.4,0.4,-154,28,24.1,66.7
Vasean Allette,Old Dominion,G,6'3,Freshman,17,18.2,5.7,3.2,-66,45.6,35.9,60.9
Dani Pounds,Old Dominion,F,6'7,Freshman,20,2.8,3.9,0.4,-109,46.4,0,61.8
Coleton Benson,Texas St.,G,6'1,Sophomore,2,8.2,1.7,0.8,6,38.3,36.9,94.4
Derrick Harris Jr.,Ga. Southern,G,6'3,Sophomore,2,5.3,1.1,0.5,-71,38.7,32.3,81.5
Leeroy Odiahi,Old Dominion,F,6'11,Junior,9,1.1,2.6,0.1,-66,64.7,100,30
Lado Laku,Arkansas St.,F,6'10,Junior,5,2.2,2.5,0,12,65.8,NA,75
Dyondre Dominguez,Arkansas St.,F,6'9,Junior,23,10.6,6.1,1.6,38,41.8,33.7,75
Jordan Marsh,App State,G,5'10,Freshman,0,6.1,1.6,1,55,40.9,30.4,70
Luke Keller,Ga. Southern,F,6'7,Junior,0,0,0,0,-2,NA,NA,NA
Edwin Litolff,ULM,F,6'7,Sophomore,0,0,0,0,1,NA,NA,NA
Brevyn Coleman,Georgia St.,G,6'1,Freshman,0,0,0,0,-4,NA,NA,NA
Joey Kahn,Coastal Carolina,G,6'4,Junior,0,0,1,0,6,NA,NA,NA
Tyler Bush,Ga. Southern,F,6'5,Junior,0,0,0,0,-2,NA,NA,NA
Aidan Mckeon,James Madison,G,6'3,Freshman,0,0,0,0,-15,NA,NA,NA
Ajay Tew,ULM,G,5'10,Freshman,0,0,0,0,2,NA,NA,NA
Dawson Fennema,App State,G,6'2,Sophomore,0,0,0,0,-4,NA,NA,NA
Luke Ledford,App State,G,6'3,Freshman,0,0,0,0,-3,NA,NA,NA
Jaylen Jenkins,Old Dominion,G,5'9,Freshman,0,0,0.2,0.3,3,0,0,NA
Tate Ryder,Southern Miss.,G,6',Senior,1,0.7,0.4,0,3,75,100,NA
