Player Name,School Name,Position,Height,Year,Games Started,PPG,RebPG,AstPG,+/-,FG%,3FG%,FT%
Aaron Davis,Bryant,G,6'7,Freshman,0,0,0.2,0,-12,0,0,NA
Isaac Hester,NJIT,G,5'11,Freshman,0,0.6,0.3,0.1,-18,60,50,NA
Keyshawn Mitchell,Bryant,F,6'11,Freshman,0,0.7,1.3,0,-29,71.4,NA,NA
Eyal Nankin,NJIT,F,6'8,Junior,0,0.6,1.1,0.1,-12,28.6,0,NA
Todd Rochelle,Bryant,G,6'3,Sophomore,0,0.5,0.1,0,-7,22.2,16.7,NA
Justin Neely,UAlbany,F,6'6,Junior,0,1.2,1.2,0.2,-22,33.3,0,NA
Marcel Gardner,UMBC,F,6'8,Freshman,0,1,0.5,0,5,50,NA,100
Michel Ndayishimiye,Vermont,G,5'10,Junior,0,0.4,0.2,0,-2,0,0,100
Masud Stewart,Binghamton,G,6'1,Sophomore,0,0.9,0.1,0.6,-15,50,100,50
Zane Adnan,UAlbany,G,6'2,Freshman,0,0.2,0.3,0.2,18,14.3,0,100
Kwo Agwa,Tex. A&M-Commerce,F,6'6,Junior,12,8.7,3.5,0.5,-33,51.3,40,66.7
CJ Felder,McNeese,F,6'8,Senior,0,6.5,4.2,0.4,229,71,50,74
JT Warren,Northwestern St.,F,6'7,Junior,0,5.4,2.8,0,-48,45,33.3,72.7
Jah Short,New Orleans,G,6'3,Freshman,17,5.7,3.2,1.2,-198,43.8,21.4,63.6
Jae Slack,Northwestern St.,G,6'6,Sophomore,2,5.1,2.6,0.3,-80,37,39.1,68.4
Rob Banks,Tex. A&M-Commerce,F,6'5,Junior,4,1.3,0.7,0.2,-31,50,50,75
Sky Wicks,UIW,G,6'6,Junior,26,13.7,6.4,1.8,-178,39.4,30.7,72.1
VJ Reeves,Tex. A&M-Commerce,G,6'5,Sophomore,0,4.4,1.7,0.3,-62,30.3,27.2,71.4
Dayne Prim,A&M-Corpus Christi,F,6'6,Senior,4,8.7,6.3,1.2,86,49.5,40.4,75.8
J.C. Riley,Northwestern St.,F,6'10,Sophomore,1,2.8,2.7,0.3,-70,53.3,0,63.6
Jimel Lane,Northwestern St.,F,6'7,Sophomore,12,4.9,3.3,0.4,-126,41.9,20.6,60
Kam Burton,Southeastern La.,G,6'3,Freshman,0,4.5,1,0.4,-38,41.2,40.7,85.7
Kam Parker,A&M-Corpus Christi,G,6'2,Sophomore,8,3.2,1.1,0.8,-12,28.6,19.4,73.7
Max Pearcy,Lamar University,G,6'1,Sophomore,0,0.7,0.4,0.1,-5,11.1,0,62.5
Owen Dease,A&M-Corpus Christi,F,6'8,Sophomore,22,6.6,3.4,1.5,31,34.5,26.9,81.1
Alonzo Dodd,Tex. A&M-Commerce,G,6'1,Sophomore,23,6.8,3.1,3,-147,39,31.5,69.1
Ant Abraham,Tex. A&M-Commerce,G,6'1,Junior,2,2.3,1.3,1,-26,31.6,41.2,66.7
B.B. Knight,Lamar University,G,6'6,Sophomore,21,10.6,2,0.8,79,41.2,38.6,87.2
Breno Silva,UIW,F,6'8,Freshman,3,3.6,0.7,0.1,-3,45.2,43.3,75
Carlos Hart,New Orleans,G,6'6,Junior,4,7,3.4,0.9,-180,40.1,21.2,67.3
Carlos Paez,Southeastern La.,G,5'11,Senior,0,5.7,2,2.5,-24,16,20,88.5
Chase Forte,Northwestern St.,G,6'4,Junior,27,10,4.2,3.7,-121,42.1,22.8,53.7
Chris Pryor,Lamar University,G,5'11,Senior,31,11.8,2.4,3.6,131,43.5,40.1,85.3
Cliff Davis,Northwestern St.,G,6'2,Junior,23,13.2,3.7,1.8,-199,38.8,37.6,84.2
D'Ante Bell,New Orleans,F,6'9,Junior,10,2.8,2.3,0.2,-38,42.2,NA,64.3
DJ Richards,McNeese,G,6'4,Sophomore,4,11.3,2.1,0.5,289,46.8,45.2,80.6
Dorian Hill,New Orleans,G,6'1,Sophomore,0,0.2,0.3,0.1,-15,0,NA,50
Duane Posey,Northwestern St.,G,6'7,Senior,11,6.2,4,0.4,-53,48.6,0,71.9
Errol White,Lamar University,F,6'7,Junior,0,5,4,0.6,21,56.5,0,53.8
Evan Phelps,Tex. A&M-Commerce,G,6',Freshman,3,2.2,1.1,0.7,-97,26.8,25.5,42.9
Garry Clark,A&M-Corpus Christi,F,6'7,Junior,27,13.6,8,0.9,139,52.7,26.9,63.4
Jake Arnold,Houston Christian,G,6'2,Sophomore,0,1.7,1,0.3,-27,12.5,50,33.3
Jalen White,Nicholls,G,6'4,Senior,18,6.6,1.2,0.7,-137,42.5,39.5,100
Jay Alvarez,Houston Christian,G,6'5,Junior,22,15.4,4.3,1.8,-260,42.5,14.9,59.9
Josh Morgan,UIW,G,6'3,Senior,10,7.1,1.9,1,-159,35.9,32.2,88.1
Mason Jones,New Orleans,G,6'4,Freshman,8,4.6,2.4,1,-58,38.1,13.5,60.4
Nate Hudson,Houston Christian,F,6'6,Senior,2,1.6,1.5,0.2,-57,60,NA,46.2
Omar Cooper,McNeese,G,6',Junior,25,3.6,1.2,2.4,95,55.1,NA,56.7
TJ Ford Jr.,UIW,G,5'11,Freshman,3,2.4,0.7,1.2,-43,24.1,28.1,70.6
Alec Woodard,Southeastern La.,G,6'2,Senior,27,9,3.8,1.7,-113,39.1,32.8,75.9
Avery Wilson,Southeastern La.,G,6'4,Senior,3,2.6,1.3,0.7,-75,39.3,29.2,51.3
Bonke Maring,Houston Christian,F,6'10,Senior,27,9.9,7.1,2,-249,48.9,0,71.2
Braelon Bush,Northwestern St.,G,5'8,Sophomore,21,10.3,2,2.9,-188,37,28.3,82.9
Brian Gordon,Lamar University,G,6'2,Sophomore,0,0.8,0.8,0.2,-9,17.6,28.6,33.3
Chris Mubiru,Northwestern St.,G,6'5,Freshman,11,3.3,2,0.4,-97,36.5,32.8,68.8
Diante Smith,Nicholls,F,6'7,Senior,28,16.4,6.3,3,52,41.8,40,78
Dylan Hayman,UIW,G,6'5,Junior,24,8.3,4.8,1.2,-168,46.2,29.9,79.2
Elijah Davis,UIW,G,6'1,Junior,13,4.2,2.7,3,-109,44.2,28.6,59
Jamison Epps,Northwestern St.,G,6'7,Junior,5,6.3,5.5,1.1,-95,36.1,15.8,88.9
Janko Buljic,Lamar University,F,6'10,Sophomore,3,2.7,3.4,1.4,-68,48.4,NA,55.2
Josh Akpovwa,UIW,F,6'8,Freshman,4,4.5,2.4,0.2,-59,51.2,NA,59
KC Ugwuakazi,Tex. A&M-Commerce,F,6'8,Freshman,4,3.2,2.6,0.2,-58,43.2,9.1,51.4
Micah Thomas,Nicholls,G,6',Senior,0,7.5,1.2,0.8,-41,34.9,26.7,100
Pierce Bazil,Houston Christian,G,6'3,Sophomore,8,5.7,1.7,1.4,-278,34.1,11.7,55.6
Porter Bazil,Houston Christian,F,6'7,Freshman,0,2.2,2.1,0.2,-105,44.9,27.3,40
Ryan Forrest,Northwestern St.,G,6'4,Freshman,6,11.2,2,0.8,-72,36.8,22.6,64.9
Stephen Giwa,A&M-Corpus Christi,F,6'9,Junior,27,5,5.5,0.6,-29,51.4,NA,55.2
Tommie Lewis,Tex. A&M-Commerce,G,6'2,Senior,26,12.2,4.3,2.1,-144,40,33.7,75.6
Adam Hamilton,Lamar University,F,6'9,Senior,28,10.4,6.9,1.7,130,55.4,NA,60.5
Alex Anderson,UIW,G,6'6,Junior,12,11.2,2.8,2.8,-83,46.2,16.7,79.3
Brody Rowbury,Southeastern La.,F,6'11,Sophomore,28,8.8,5.7,0.6,-107,49.1,0,75.2
Byron Ireland,Nicholls,G,6'1,Junior,14,10.3,4,2.3,-8,40.8,30.8,76.8
Cameron Jones,McNeese,G,6'6,Senior,0,2.6,2,0.8,118,32.5,15.4,82.4
Dorian Booker,New Orleans,F,6'11,Freshman,0,1.5,1.2,0.1,-13,40,NA,60
Gabe Beny Til,UIW,F,6'8,Sophomore,0,0,0.4,0,-2,NA,NA,0
Jason Malbrue,Southeastern La.,F,6'6,Freshman,0,0.6,0.4,0,-11,40,NA,50
Javohn Garcia,McNeese,G,6'3,Junior,28,11.6,3.2,1.7,314,46.6,45.5,75.3
Justin Wilson,Northwestern St.,F,6'9,Senior,29,9.1,4.8,0.4,2,65.7,NA,59.8
Kaleb Jenkins,New Orleans,G,5'10,Senior,1,1.4,0.4,0.5,-46,27.3,25,63.6
Marcus Glover,UIW,F,6'8,Sophomore,13,2.6,2.8,0.2,-89,61.9,NA,48.4
Marcus Greene,Houston Christian,G,6'2,Junior,26,15.2,3.7,2.9,-280,44.7,42.6,77.9
Max Brackmann,Southeastern La.,F,7'2,Junior,0,0.2,0.7,0.1,-16,20,0,0
Mekhi Collins,Nicholls,F,6'8,Junior,19,4.2,4.4,0.2,-28,70.8,NA,39.2
Nick Caldwell,Southeastern La.,F,6'7,Senior,29,15.1,5.6,1.3,7,51.3,40.2,80.7
Omarion Henry,New Orleans,F,6'7,Sophomore,0,1.9,1,0.6,-41,41.2,0,50
Prince Davies,Tex. A&M-Commerce,G,6'5,Junior,2,2,0.9,0.3,-11,45.5,33.3,100
Rob Brown III,Nicholls,G,6'4,Junior,27,14,3,1.6,-31,42.8,42.3,79.5
Roberts Berze,McNeese,F,6'7,Senior,1,2.6,1.1,0.1,9,50,43.5,100
Shahada Wells,McNeese,G,6',Senior,29,18.6,4.7,5,397,47.1,40.9,79.7
Shilo Jackson,A&M-Corpus Christi,F,6'9,Junior,0,4.3,3.4,0.4,-52,52.2,NA,100
Shon Robinson,UIW,F,6'9,Senior,14,8.5,4.8,0.7,-86,45.7,28.9,71.4
T'Johnn Brown,McNeese,G,5'11,Freshman,0,0.9,0.3,0.4,17,23.1,0,66.7
Tristan Moore,Houston Christian,F,6'7,Junior,7,3.6,2,1,-202,27.2,24.6,81.8
Tyson Jackson,New Orleans,F,6'9,Senior,28,9.2,5.7,0.8,-148,51.4,50,57.1
Valentin Catt,Lamar University,F,6'10,Junior,0,1.2,1.7,0.6,29,46.9,NA,50
Wesley Fields,McNeese,G,5'10,Freshman,0,1.9,0.2,0.1,10,53.8,20,66.7
Anthony Bittar,Southeastern La.,G,6'4,Junior,0,0.8,0.9,0.9,-81,13,7.7,45.5
Anthony Thomas,Northwestern St.,G,6'7,Junior,2,2.7,1.3,0.7,-37,25,0,0
Davante Dennis,UIW,F,6'7,Sophomore,1,3.8,3.7,0.5,-47,47.1,0,58.5
Jamal West Jr.,Nicholls,F,6'6,Junior,30,13.2,7.4,2,-22,49.5,16,69.6
Jamond Vincent,New Orleans,G,6'4,Sophomore,22,8.1,5.3,1,-192,42.1,20,73.8
Jordan Johnson,New Orleans,G,6'1,Senior,27,21.4,3.2,3.5,-266,38,32.5,80.8
Jordan Roberts,A&M-Corpus Christi,G,6'4,Junior,24,9.1,1.7,1.8,47,40.7,34.9,78.1
Josiah Hammons,UIW,G,6'2,Junior,22,12.3,3.3,1.1,-188,36.7,34.8,82.4
Kalen Williams,Tex. A&M-Commerce,G,6'2,Senior,30,16.7,3.6,2.8,-180,43.2,29.5,75.4
Quinn Strander,Nicholls,G,5'10,Senior,9,2.5,1.4,1.4,32,48.7,30,71.4
Terry Anderson,Lamar University,F,6'6,Junior,31,12.9,6.5,2.7,89,49.6,31.9,73.9
Antavion Collum,McNeese,F,6'9,Junior,29,8.5,4.6,1.6,149,42.7,41,70.5
Bruce Carpenter,Houston Christian,G,6'2,Junior,0,7.3,2,1.7,-19,35.7,0,80
Chigozie Achara,Houston Christian,F,6'8,Senior,2,2,1.8,0.1,-121,44.1,NA,62.5
Cody Pennebaker,Lamar University,G,6'5,Sophomore,31,8.1,3.6,1.1,24,38.5,30.2,64.1
Dylan Canoville,Southeastern La.,F,6'5,Sophomore,0,2.9,2.3,0.2,-50,48.3,NA,64
Ja'Sean Jackson,Lamar University,G,6',Junior,10,6.8,1.4,1.4,10,36.2,34,81.1
Lance-Amir Paul,A&M-Corpus Christi,G,6',Senior,4,7.4,2.4,1.4,-58,35.9,15.8,77.4
Marion Humphrey,A&M-Corpus Christi,G,6'3,Senior,24,4.4,2.4,3.8,112,27.7,10,68.7
Oumar Koureissi,Nicholls,F,6'11,Junior,0,3.8,2.5,0.2,-25,42.4,25,70.2
Roger McFarlane,Southeastern La.,G,6'5,Junior,29,15,8.6,1.4,-162,40.9,35,77.3
Roscoe Eastmond,Southeastern La.,G,5'9,Senior,29,7.4,1.7,6.4,-76,34.2,30.6,75
Jakevion Buckley,Lamar University,G,6',Junior,0,7.5,2.3,2.5,7,41.1,27,76.5
Michael Gray Jr.,Nicholls,G,6'2,Sophomore,10,6,2.5,1,-63,37.7,26.2,78.7
Zondrick Garrett,Tex. A&M-Commerce,F,6'8,Junior,9,5.8,3.1,0.6,-125,42.5,16.7,71.4
Christian Shumate,McNeese,G,6'6,Junior,29,12,9.6,0.9,348,54.1,25.7,45.7
Dian Wright-Forde,A&M-Corpus Christi,G,6'3,Junior,3,10.8,2.5,1.4,123,40.9,27.1,73.8
Dominic Capriotti,Houston Christian,G,6'3,Freshman,16,7.1,2,0.6,-205,36.5,36.4,88.9
James Glisson III,New Orleans,F,6'6,Senior,3,3.7,2.4,0.7,-176,37.2,42.3,76.9
Michael Imariagbe,Houston Christian,F,6'7,Junior,25,10.7,7.9,0.8,-280,51.6,18.2,55.8
Mike Saunders Jr.,McNeese,G,6',Junior,0,5.9,1.4,1.6,113,50.8,35,77.5
Christian Villegas,A&M-Corpus Christi,G,6'2,Junior,1,0.3,0.7,0.8,-23,16.7,0,33.3
"Jerome Brewer, Jr.",Tex. A&M-Commerce,F,6'9,Sophomore,16,13,5,0.6,-162,44.8,29.6,68.2
Tedrick Washington,A&M-Corpus Christi,G,6'2,Junior,1,6.7,2.7,1,41,37,39.1,71.1
Khaleb Wilson-Rouse,New Orleans,G,6'2,Senior,24,10.4,2.4,1.7,-177,41,35.4,82.7
Khaliq Abdul-Mateen,Tex. A&M-Commerce,G,6'1,Junior,12,4.4,3.2,0.6,-179,32.6,28.1,52.6
"James ""Pop"" Weathers",Tex. A&M-Commerce,G,6',Junior,7,1.8,1.7,1.3,-144,19.2,20.5,80
Amont'e Allen-Johnson,A&M-Corpus Christi,G,6'1,Freshman,0,1.8,0.8,0.2,-1,42.9,25,50
Tyrell Yates,Southeastern La.,G,6'4,Freshman,0,0,0,0,-2,NA,NA,NA
Taj Anderson,Nicholls,G,6'4,Junior,0,0,0,0,-9,NA,NA,NA
Zane Griffin,Nicholls,G,6'1,Freshman,0,0,0,0,1,NA,NA,NA
Hayden Verdin,Nicholls,G,5'10,Freshman,0,0,0,0,1,NA,NA,NA
Jaren Marshall,A&M-Corpus Christi,G,6'1,Sophomore,0,0,0,0,-5,NA,NA,NA
Nathan Self,Houston Christian,G,6'3,Sophomore,0,0,0,0,-2,0,0,NA
Mitch Williams,Northwestern St.,G,5'10,Freshman,0,0.8,0,0,-7,50,100,NA
Marques Gates,Houston Christian,G,6',Sophomore,0,0,0,0,-5,0,0,NA
Amani Drummond,UIW,G,6',Sophomore,0,0,0.1,0,-16,0,0,NA
Brandon Taylor,Tex. A&M-Commerce,G,6',Junior,0,0,0,0,-1,0,0,NA
Dionjahe Thomas,McNeese,F,6'8,Sophomore,0,2,2.5,0,2,66.7,NA,NA
Aaron Harden,A&M-Corpus Christi,F,6'7,Sophomore,0,0.5,0.5,0,-6,25,0,NA
Taylor Blanchard,Nicholls,F,6'5,Senior,0,1.2,0,0,-1,50,66.7,NA
Xavier Glenn,A&M-Corpus Christi,G,6'4,Junior,0,2,0.5,0,-2,40,NA,NA
Aleksa Lekic,Lamar University,F,6'10,Freshman,0,0.3,0.3,0,-3,100,NA,NA
Darrius Washington,New Orleans,F,6'8,Junior,1,0.2,0.3,0.2,-38,33.3,NA,0
Karlin Hardy,Northwestern St.,G,6'4,Sophomore,0,0.4,0.2,0,-24,25,100,50
Ryan Zan,La Salle,F,6'7,Sophomore,6,2.6,1.8,0.2,-50,47.9,27.8,50
Tre Wood,George Mason,G,6'1,Senior,0,2,0.6,0.5,-41,42.5,27.3,50
Brady Uhl,Dayton,G,6'1,Junior,0,1.5,0.1,0.2,-27,42.9,50,100
Koby Brea,Dayton,G,6'6,Junior,2,10.9,3.8,1.1,255,50.9,49.2,87.5
Kyle Rose,Fordham,G,6'4,Senior,32,10.8,4.8,2.3,16,42.8,39.8,64.5
Mike Walz,Richmond,F,6'11,Sophomore,0,2.8,2.5,1.1,64,51.2,30,54.5
Noah Best,Fordham,G,6'5,Sophomore,0,0.8,0.8,0.2,8,22.2,0,33.3
Tom Welch,Loyola Chicago,F,6'8,Senior,0,2.6,1.8,0.7,41,50.9,25,75
Anwar Gill,La Salle,G,6'4,Senior,14,9.5,3.7,2.8,-47,41.1,23.1,72.9
Des Watson,Loyola Chicago,G,6'5,Junior,31,13.3,4.7,2.6,138,41.6,39.6,65.7
Dji Bailey,Richmond,G,6'5,Senior,24,10.2,4.4,2.2,140,59.4,31.6,56.8
Greg Dolan,Loyola Chicago,G,6'4,Senior,9,3.5,1.9,1.7,21,38,35.3,62.5
Isaac Jack,Dayton,F,6'11,Sophomore,0,3.1,1.6,0.2,13,71.4,NA,71.4
Josh Cohen,Massachusetts,F,6'10,Senior,31,15.9,6.8,1.7,219,54.4,34.4,69.6
Kobe Elvis,Dayton,G,6'2,Junior,31,9.5,2.5,3.6,148,37.9,37.5,84.7
Kyrell Luc,St. Bonaventure,G,5'11,Junior,4,2.1,1,1,-14,31.5,21.4,76.5
Matt Cross,Massachusetts,F,6'7,Senior,27,15.2,8.2,3,207,54,32.9,79.8
Max Shulga,VCU,G,6'4,Senior,34,14.6,4.7,3.6,169,45.9,42.1,87.7
Neal Quinn,Richmond,F,7',Senior,33,12.5,5.4,3.9,101,53,35.7,72.9
Noel Brown,St. Bonaventure,F,6'11,Junior,0,6.1,2.2,0.5,94,71,NA,76.9
Romad Dean,Fordham,F,6'7,Sophomore,15,4.8,3.8,0.4,-15,43,33.3,64
Sean Logan,Davidson,F,6'10,Sophomore,14,2.7,3.5,0.4,-29,42.6,19,43.9
Tim Dalger,Saint Louis,F,6'7,Senior,12,9.5,4,0.9,-70,41.1,28.1,64.4
Trey Autry,George Washington,G,6'4,Freshman,14,5.4,2.9,0.8,38,42.2,34.5,77.8
Trey Lewis,Loyola Chicago,G,6'6,Freshman,0,0.9,0.6,0.2,-1,25,12.5,50
Will Lange,Saint Joseph's,G,6'5,Freshman,0,1,1,0.5,0,0,0,50
Zach Riley,Fordham,G,6'5,Junior,0,2.3,1.2,0.6,-16,43.2,25,71.4
Aidan Noyes,Richmond,F,6'7,Sophomore,7,2.9,2.5,0.1,84,44.7,36,100
Amari Kelly,George Mason,F,6'9,Senior,31,12.2,6.3,1.1,160,54.9,42.4,76
Barry Evans,St. Bonaventure,F,6'8,Sophomore,3,3.3,5,1.3,101,59.3,31.8,35.3
Austin Ball,George Mason,G,6'7,Freshman,0,2.5,1.1,0.4,2,42.3,33.3,50
Bruce Zhang,Saint Louis,F,7',Freshman,3,2.3,2,0.3,-150,41.5,NA,68.2
Cam Estevez,Rhode Island,G,6'3,Freshman,10,7.1,1.6,1,-83,42,41.5,74.4
Cian Medley,Saint Louis,G,5'11,Freshman,19,4.3,2.6,4,-101,34.9,35.7,78.3
David Dixon,Duquesne,F,6'9,Sophomore,5,7,4.8,0.6,97,53.6,18.2,66.7
David Fuchs,Rhode Island,F,6'9,Freshman,24,7.9,6.2,1.3,-105,55.9,25,56.9
David Green,Rhode Island,F,6'7,Junior,16,14.3,4.2,0.8,-73,44.7,43.4,65.9
Elijah Gray,Fordham,F,6'8,Sophomore,9,8.4,3.7,0.8,-108,42,28.6,76.7
Halil Barre,Duquesne,F,6'9,Sophomore,13,1.9,1.9,0.1,-9,51,NA,47.1
Hunter Adam,Davidson,F,6'7,Freshman,1,2.7,1.8,0.4,-34,41.7,25.6,90
Jaden House,Rhode Island,G,6'4,Junior,31,14,3.2,1.4,-94,44.9,32.5,67.4
Jakub Necas,Duquesne,F,6'8,Freshman,0,2.3,1.8,0.4,20,36.1,31.6,69.6
Jalen Quinn,Loyola Chicago,G,6'3,Sophomore,0,4.3,1.8,1.9,54,42.5,21.7,79.6
Jarvis Moss,Davidson,G,6'4,Sophomore,0,0.7,0.3,0,-31,16.7,5.3,100
Jason Roche,Richmond,G,6'5,Junior,2,3.4,0.9,0.1,67,32.5,32.4,81.8
Jordan King,Richmond,G,6',Senior,33,18,3.8,2.5,174,45.4,41.4,81.6
Josh Rivera,Fordham,F,6'7,Sophomore,11,7.7,3.4,0.8,1,42,21.7,47.6
Kuany Kuany,VCU,F,6'9,Senior,34,5.7,2.6,0.5,115,46.1,38.2,87.8
Malik Henry,George Mason,F,6'8,Senior,0,2.9,2,0.1,9,64.3,NA,41.7
Mikkel Tyne,Richmond,G,5'10,Freshman,11,4,2.1,0.8,79,32,26.9,83.3
Miles Rubin,Loyola Chicago,F,6'10,Freshman,28,6.1,4.6,0.7,32,66.4,0,57.1
Nate Santos,Dayton,F,6'7,Junior,31,12,6.4,1.5,274,47.9,42.7,74
Reed Bailey,Davidson,F,6'11,Sophomore,30,13.1,5.8,1.4,35,42,21.1,80.5
Toibu Lawal,VCU,F,6'8,Sophomore,0,7.7,6,0.3,127,67.3,42.9,63.7
Tyson Brown,Rhode Island,F,6'9,Junior,15,4.3,4.1,0.4,-105,57.4,NA,55.6
Zeb Jackson,VCU,G,6'5,Senior,32,11.6,4.4,3.4,133,39.1,29.2,84.5
Angel Montas,Fordham,F,6'6,Sophomore,0,4.4,1.8,0.2,3,45,20,50
Bobby Durkin,Davidson,F,6'7,Freshman,16,8.2,4.6,1.1,59,36.4,32.9,84.8
Chad Venning,St. Bonaventure,F,6'10,Junior,33,13.4,4.6,0.5,74,52.9,0,70.9
Chris Arizin,Saint Joseph's,G,6'3,Senior,0,1.7,1,0.1,-5,71.4,100,33.3
Enoch Cheeks,Dayton,G,6'3,Junior,31,8,4.9,2,186,44.4,31.6,66.7
Hassan Drame,Duquesne,F,6'7,Senior,0,3.3,3.1,0.5,-2,38.1,31.6,40
Japhet Medor,Fordham,G,5'11,Senior,22,9.8,1.9,2.3,-73,33.2,33.6,71.9
Jason Nelson,VCU,G,5'10,Freshman,7,5.3,1.5,1.8,36,35.8,33.7,78
Jaylen Curry,Massachusetts,G,6',Freshman,1,7.4,1.6,2.1,32,37.3,24.7,69
Joe Bamisile,VCU,G,6'4,Senior,0,13.7,3.4,0.5,100,42.8,38.4,74.3
Mathok Majok,Massachusetts,F,7'3,Freshman,0,0.8,1,0,-25,100,NA,0
Mike Meadows,Saint Louis,G,6'2,Senior,10,5.2,2,3.1,-91,39.5,25,76.5
Rokas Jocius,La Salle,F,6'10,Sophomore,26,8.3,5.4,0.4,-24,55.1,39.5,48.1
Tre Williams,Duquesne,F,6'7,Senior,19,3.6,2.8,0.6,-12,44,20,43.8
Trevor Smith,Richmond,G,6',Freshman,0,0.3,1.2,0.2,-12,0,0,50
Tyler Harris,Richmond,G,6'7,Senior,0,2.5,1.8,0.5,36,48.5,50,72.7
Woody Newton,George Mason,F,6'9,Senior,4,5.7,3.8,0.4,43,37.7,28.9,60.9
Zimi Nwokeji,Dayton,F,6'7,Junior,0,2.4,1,0.1,5,60,50,63.6
Always Wright,Rhode Island,G,6'3,Sophomore,4,2,1.1,1.8,-44,37,36.8,62.5
Angelo Brizzi,Davidson,G,6'3,Sophomore,13,5.2,2,1.5,-55,36.1,26.5,66.7
Baraka Okojie,George Mason,G,6'3,Freshman,9,7.8,2.7,2.5,110,46.1,24.4,72.2
Ben Schwieger,Loyola Chicago,G,6'7,Sophomore,0,0.9,0.4,0.3,-6,40,0,66.7
Braden Norris,Loyola Chicago,G,6',Senior,31,9.1,3.4,4.9,161,43.9,42.5,84.7
Cameron Brown,Saint Joseph's,G,6'5,Senior,34,11.1,4.1,1.2,125,42.5,37.7,69
Charles Pride,St. Bonaventure,G,6'4,Senior,30,10.9,5.7,1.6,87,44,40,82.7
Connor Dubsky,Rhode Island,G,6'4,Freshman,0,2.2,0.4,0.2,-16,34.8,35,62.5
Dae Dae Grant,Duquesne,G,6'2,Senior,29,16.9,3.4,2.4,147,39.2,33.8,93.8
Dame Adelekun,Loyola Chicago,F,6'8,Senior,3,9,4.4,1,81,55.3,20,67
Darius Maddox,George Mason,G,6'5,Junior,27,14,3.4,1.8,128,44.3,41.4,85.7
David Skogman,Davidson,F,6'10,Senior,15,13.5,4.9,0.7,23,53.4,46.8,68.8
Delonnie Hunt,Richmond,G,6',Senior,22,9.3,3,1.8,79,42.6,38.6,76.6
Grant Huffman,Davidson,G,6'3,Senior,30,13,5.2,5.2,77,45.9,25.4,70.5
Jahmere Tripp,Fordham,G,6'6,Freshman,6,4.3,2,0.6,46,41.9,14.3,67.1
Jared Billups,George Mason,G,6'4,Junior,31,4.2,4.1,1.2,93,41.7,24.2,59.7
Javon Bennett,Dayton,G,5'11,Sophomore,28,8.7,2.2,3.4,243,40.2,32.3,81.4
Jayden Dawson,Loyola Chicago,G,6'4,Sophomore,14,7.7,2.1,1.1,69,39,35.9,75
Kareem Rozier,Duquesne,G,5'9,Sophomore,20,5.5,1.8,2.4,13,39.2,39.1,80.8
Keegan Harvey,George Washington,F,6'11,Junior,0,1.3,1,0.3,1,75,0,66.7
Kellen Thames,Saint Louis,G,6'5,Sophomore,0,5.9,3.7,0.8,-98,57.6,36.1,54.8
Keon Thompson,Massachusetts,G,6'1,Sophomore,30,9.3,3.8,3,200,44.6,23.2,72
Keyshawn Hall,George Mason,G,6'7,Sophomore,27,15.9,7.9,1.5,82,45.4,35.4,85.2
Marqui Worthy,Massachusetts,G,6'3,Freshman,0,2,0.6,0.8,41,33.8,9.5,30.8
Matus Hronsky,Duquesne,F,6'8,Sophomore,1,1.8,1.1,0.3,-48,37.8,28.6,100
Michael Belle,VCU,F,6'7,Freshman,12,3.1,2.8,0.7,-6,32.4,25.8,73.3
Moses Flowers,St. Bonaventure,G,6'3,Senior,18,9.6,2.8,1.2,100,41.3,37.5,75
Philip Alston,Loyola Chicago,F,6'6,Senior,27,12.3,4.6,0.8,81,43.9,24.6,62
Rikus Schulte,Davidson,F,6'9,Freshman,0,1.4,1.5,0.1,-17,50,40,33.3
Sean Bairstow,VCU,G,6'8,Senior,21,10,4.6,3.9,130,40,27.5,81.1
Abdou Tsimbila,Fordham,F,6'9,Senior,24,7.5,6.3,0.2,5,55.6,0,71.8
Achile Spadone,Davidson,G,6'4,Sophomore,0,2.2,1.2,0.6,-18,29.5,38.7,68
Andres Marrero,La Salle,G,6'5,Sophomore,1,7.8,2.1,1.1,-66,38.3,39.5,73.3
Assa Essamvous,St. Bonaventure,F,6'6,Sophomore,32,7.4,5.3,0.9,88,41.5,33.6,70.7
Connor Kochera,Davidson,G,6'5,Senior,30,13.3,4.4,1,77,48.7,35.1,77.8
Djordje Curcic,Saint Louis,G,6'2,Freshman,0,2.7,0.5,0.4,-11,51.6,42.3,100
Brandon Weston,Rhode Island,G,6'5,Sophomore,10,4.9,2.5,1.4,-39,40.6,33.3,77.4
Dusan Mahorcic,Duquesne,F,6'9,Senior,15,4.4,2.1,0.5,30,50.6,0,65.5
Isaiah Bigelow,Richmond,F,6'7,Senior,33,11.2,6.5,0.7,136,43.8,37.2,80.7
Jake DiMichele,Duquesne,G,6'4,Freshman,19,6.5,2.7,1,86,46.3,30.6,60
Jayden Ndjigue,Massachusetts,G,6'4,Freshman,31,5.5,4.9,2.1,137,46.3,35.6,56.1
Jeremy Foumena,Rhode Island,F,6'11,Freshman,0,5.1,3.4,0.4,-17,52.7,33.3,36.8
Jhamir Brickus,La Salle,G,5'11,Senior,32,14,3.5,4.8,-73,42.9,39.7,85.7
Josaphat Bilau,Rhode Island,F,6'10,Junior,1,4.2,5.8,0.6,8,66.7,NA,33.3
